"TIME","GEO","UNIT","COICOP","Value","Flag and Footnotes"
"2010","European Union (28 countries)","Chain linked volumes (2010), million euro","Health","265,730.4",""
"2010","European Union (28 countries)","Chain linked volumes (2010), million euro","Recreation and culture","643,023.6",""
"2010","European Union (28 countries)","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","26,113.7",""
"2010","Belgium","Percentage of total","Health","6.0",""
"2010","Belgium","Percentage of total","Recreation and culture","8.9",""
"2010","Belgium","Percentage of total","Other major durables for recreation and culture","0.3",""
"2010","Belgium","Current prices, million euro","Health","10,898.3",""
"2010","Belgium","Current prices, million euro","Recreation and culture","16,231.5",""
"2010","Belgium","Current prices, million euro","Other major durables for recreation and culture","523.5",""
"2010","Belgium","Chain linked volumes (2010), million euro","Health","10,898.3",""
"2010","Belgium","Chain linked volumes (2010), million euro","Recreation and culture","16,231.5",""
"2010","Belgium","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","523.5",""
"2010","Bulgaria","Percentage of total","Health","5.4",""
"2010","Bulgaria","Percentage of total","Recreation and culture","7.6",""
"2010","Bulgaria","Percentage of total","Other major durables for recreation and culture","0.1",""
"2010","Bulgaria","Current prices, million euro","Health","1,423.7",""
"2010","Bulgaria","Current prices, million euro","Recreation and culture","1,986.3",""
"2010","Bulgaria","Current prices, million euro","Other major durables for recreation and culture","14.8",""
"2010","Bulgaria","Chain linked volumes (2010), million euro","Health","1,423.7",""
"2010","Bulgaria","Chain linked volumes (2010), million euro","Recreation and culture","1,986.3",""
"2010","Bulgaria","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","14.8",""
"2010","Denmark","Percentage of total","Health","3.0",""
"2010","Denmark","Percentage of total","Recreation and culture","11.1",""
"2010","Denmark","Percentage of total","Other major durables for recreation and culture","0.4",""
"2010","Denmark","Current prices, million euro","Health","3,312.2",""
"2010","Denmark","Current prices, million euro","Recreation and culture","12,368.0",""
"2010","Denmark","Current prices, million euro","Other major durables for recreation and culture","483.7",""
"2010","Denmark","Chain linked volumes (2010), million euro","Health","3,312.2",""
"2010","Denmark","Chain linked volumes (2010), million euro","Recreation and culture","12,368.0",""
"2010","Denmark","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","483.7",""
"2010","Germany (until 1990 former territory of the FRG)","Percentage of total","Health","5.1",""
"2010","Germany (until 1990 former territory of the FRG)","Percentage of total","Recreation and culture","9.7",""
"2010","Germany (until 1990 former territory of the FRG)","Percentage of total","Other major durables for recreation and culture","0.2",""
"2010","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Health","69,409.0",""
"2010","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Recreation and culture","133,362.0",""
"2010","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Other major durables for recreation and culture","3,089.0",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Health","69,409.0",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Recreation and culture","133,362.0",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","3,089.0",""
"2010","Greece","Percentage of total","Health","4.1",""
"2010","Greece","Percentage of total","Recreation and culture","4.8",""
"2010","Greece","Percentage of total","Other major durables for recreation and culture","0.3",""
"2010","Greece","Current prices, million euro","Health","6,485.3",""
"2010","Greece","Current prices, million euro","Recreation and culture","7,721.7",""
"2010","Greece","Current prices, million euro","Other major durables for recreation and culture","403.8",""
"2010","Greece","Chain linked volumes (2010), million euro","Health","6,485.3",""
"2010","Greece","Chain linked volumes (2010), million euro","Recreation and culture","7,721.7",""
"2010","Greece","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","403.8",""
"2010","France","Percentage of total","Health","4.1",""
"2010","France","Percentage of total","Recreation and culture","9.0",""
"2010","France","Percentage of total","Other major durables for recreation and culture","0.4",""
"2010","France","Current prices, million euro","Health","44,609.0",""
"2010","France","Current prices, million euro","Recreation and culture","97,463.0",""
"2010","France","Current prices, million euro","Other major durables for recreation and culture","4,476.0",""
"2010","France","Chain linked volumes (2010), million euro","Health","44,609.0",""
"2010","France","Chain linked volumes (2010), million euro","Recreation and culture","97,463.0",""
"2010","France","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","4,476.0",""
"2010","Italy","Percentage of total","Health","3.1",""
"2010","Italy","Percentage of total","Recreation and culture","7.2",""
"2010","Italy","Percentage of total","Other major durables for recreation and culture","0.3",""
"2010","Italy","Current prices, million euro","Health","30,953.8",""
"2010","Italy","Current prices, million euro","Recreation and culture","70,589.5",""
"2010","Italy","Current prices, million euro","Other major durables for recreation and culture","3,120.7",""
"2010","Italy","Chain linked volumes (2010), million euro","Health","30,953.8",""
"2010","Italy","Chain linked volumes (2010), million euro","Recreation and culture","70,589.5",""
"2010","Italy","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","3,120.7",""
"2010","Latvia","Percentage of total","Health","4.2",""
"2010","Latvia","Percentage of total","Recreation and culture","8.2",""
"2010","Latvia","Percentage of total","Other major durables for recreation and culture","0.0",""
"2010","Latvia","Current prices, million euro","Health","469.6",""
"2010","Latvia","Current prices, million euro","Recreation and culture","914.6",""
"2010","Latvia","Current prices, million euro","Other major durables for recreation and culture","2.7",""
"2010","Latvia","Chain linked volumes (2010), million euro","Health","469.6",""
"2010","Latvia","Chain linked volumes (2010), million euro","Recreation and culture","914.6",""
"2010","Latvia","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","2.7",""
"2010","Luxembourg","Percentage of total","Health","2.0",""
"2010","Luxembourg","Percentage of total","Recreation and culture","6.4",""
"2010","Luxembourg","Percentage of total","Other major durables for recreation and culture","0.2",""
"2010","Luxembourg","Current prices, million euro","Health","297.5",""
"2010","Luxembourg","Current prices, million euro","Recreation and culture","939.5",""
"2010","Luxembourg","Current prices, million euro","Other major durables for recreation and culture","29.1",""
"2010","Luxembourg","Chain linked volumes (2010), million euro","Health","297.5",""
"2010","Luxembourg","Chain linked volumes (2010), million euro","Recreation and culture","939.5",""
"2010","Luxembourg","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","29.1",""
"2010","Slovenia","Percentage of total","Health","3.7",""
"2010","Slovenia","Percentage of total","Recreation and culture","9.1",""
"2010","Slovenia","Percentage of total","Other major durables for recreation and culture","0.1",""
"2010","Slovenia","Current prices, million euro","Health","778.0",""
"2010","Slovenia","Current prices, million euro","Recreation and culture","1,935.0",""
"2010","Slovenia","Current prices, million euro","Other major durables for recreation and culture","31.0",""
"2010","Slovenia","Chain linked volumes (2010), million euro","Health","778.0",""
"2010","Slovenia","Chain linked volumes (2010), million euro","Recreation and culture","1,935.0",""
"2010","Slovenia","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","31.0",""
"2010","Finland","Percentage of total","Health","4.4",""
"2010","Finland","Percentage of total","Recreation and culture","11.8",""
"2010","Finland","Percentage of total","Other major durables for recreation and culture","0.8",""
"2010","Finland","Current prices, million euro","Health","4,158.0",""
"2010","Finland","Current prices, million euro","Recreation and culture","11,179.0",""
"2010","Finland","Current prices, million euro","Other major durables for recreation and culture","742.0",""
"2010","Finland","Chain linked volumes (2010), million euro","Health","4,158.0",""
"2010","Finland","Chain linked volumes (2010), million euro","Recreation and culture","11,179.0",""
"2010","Finland","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","742.0",""
"2010","Switzerland","Percentage of total","Health","11.2",""
"2010","Switzerland","Percentage of total","Recreation and culture","7.3",""
"2010","Switzerland","Percentage of total","Other major durables for recreation and culture",":","c"
"2010","Switzerland","Current prices, million euro","Health","32,286.3",""
"2010","Switzerland","Current prices, million euro","Recreation and culture","21,194.9",""
"2010","Switzerland","Current prices, million euro","Other major durables for recreation and culture",":","c"
"2010","Switzerland","Chain linked volumes (2010), million euro","Health","32,286.3",""
"2010","Switzerland","Chain linked volumes (2010), million euro","Recreation and culture","21,194.9",""
"2010","Switzerland","Chain linked volumes (2010), million euro","Other major durables for recreation and culture",":","c"
"2010","Bosnia and Herzegovina","Percentage of total","Health","4.3",""
"2010","Bosnia and Herzegovina","Percentage of total","Recreation and culture","4.5",""
"2010","Bosnia and Herzegovina","Percentage of total","Other major durables for recreation and culture",":",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Health",":",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Recreation and culture",":",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Other major durables for recreation and culture",":",""
"2010","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Health",":",""
"2010","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Recreation and culture",":",""
"2010","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Other major durables for recreation and culture",":",""
"2011","European Union (28 countries)","Percentage of total","Health","3.8",""
"2011","European Union (28 countries)","Percentage of total","Recreation and culture","8.8",""
"2011","European Union (28 countries)","Percentage of total","Other major durables for recreation and culture","0.4",""
"2011","European Union (28 countries)","Current prices, million euro","Health","277,107.2",""
"2011","European Union (28 countries)","Current prices, million euro","Recreation and culture","649,428.2",""
"2011","European Union (28 countries)","Current prices, million euro","Other major durables for recreation and culture","26,161.4",""
"2011","European Union (28 countries)","Chain linked volumes (2010), million euro","Health","272,749.1",""
"2011","European Union (28 countries)","Chain linked volumes (2010), million euro","Recreation and culture","652,595.6",""
"2011","European Union (28 countries)","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","25,738.8",""
"2011","Belgium","Percentage of total","Health","6.1",""
"2011","Belgium","Percentage of total","Recreation and culture","9.0",""
"2011","Belgium","Percentage of total","Other major durables for recreation and culture","0.3",""
"2011","Belgium","Current prices, million euro","Health","11,429.2",""
"2011","Belgium","Current prices, million euro","Recreation and culture","16,915.5",""
"2011","Belgium","Current prices, million euro","Other major durables for recreation and culture","529.6",""
"2011","Belgium","Chain linked volumes (2010), million euro","Health","11,139.9",""
"2011","Belgium","Chain linked volumes (2010), million euro","Recreation and culture","16,921.1",""
"2011","Belgium","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","524.9",""
"2011","Bulgaria","Percentage of total","Health","6.1",""
"2011","Bulgaria","Percentage of total","Recreation and culture","7.1",""
"2011","Bulgaria","Percentage of total","Other major durables for recreation and culture","0.2",""
"2011","Bulgaria","Current prices, million euro","Health","1,673.6",""
"2011","Bulgaria","Current prices, million euro","Recreation and culture","1,971.4",""
"2011","Bulgaria","Current prices, million euro","Other major durables for recreation and culture","62.8",""
"2011","Bulgaria","Chain linked volumes (2010), million euro","Health","1,609.9",""
"2011","Bulgaria","Chain linked volumes (2010), million euro","Recreation and culture","1,896.4",""
"2011","Bulgaria","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","60.5",""
"2011","Denmark","Percentage of total","Health","2.9",""
"2011","Denmark","Percentage of total","Recreation and culture","11.1",""
"2011","Denmark","Percentage of total","Other major durables for recreation and culture","0.5",""
"2011","Denmark","Current prices, million euro","Health","3,384.2",""
"2011","Denmark","Current prices, million euro","Recreation and culture","12,765.4",""
"2011","Denmark","Current prices, million euro","Other major durables for recreation and culture","527.9",""
"2011","Denmark","Chain linked volumes (2010), million euro","Health","3,311.7",""
"2011","Denmark","Chain linked volumes (2010), million euro","Recreation and culture","12,844.5",""
"2011","Denmark","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","517.0",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage of total","Health","5.1",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage of total","Recreation and culture","9.6",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage of total","Other major durables for recreation and culture","0.2",""
"2011","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Health","72,405.0",""
"2011","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Recreation and culture","136,823.0",""
"2011","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Other major durables for recreation and culture","3,362.0",""
"2011","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Health","71,866.1",""
"2011","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Recreation and culture","137,642.9",""
"2011","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","3,275.9",""
"2011","Greece","Percentage of total","Health","4.1","p"
"2011","Greece","Percentage of total","Recreation and culture","4.4","p"
"2011","Greece","Percentage of total","Other major durables for recreation and culture","0.2","p"
"2011","Greece","Current prices, million euro","Health","6,056.8","p"
"2011","Greece","Current prices, million euro","Recreation and culture","6,532.1","p"
"2011","Greece","Current prices, million euro","Other major durables for recreation and culture","338.7","p"
"2011","Greece","Chain linked volumes (2010), million euro","Health","5,974.7","p"
"2011","Greece","Chain linked volumes (2010), million euro","Recreation and culture","6,534.3","p"
"2011","Greece","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","335.4","p"
"2011","France","Percentage of total","Health","4.2",""
"2011","France","Percentage of total","Recreation and culture","8.8",""
"2011","France","Percentage of total","Other major durables for recreation and culture","0.4",""
"2011","France","Current prices, million euro","Health","46,396.0",""
"2011","France","Current prices, million euro","Recreation and culture","98,002.0",""
"2011","France","Current prices, million euro","Other major durables for recreation and culture","4,771.0",""
"2011","France","Chain linked volumes (2010), million euro","Health","46,278.0",""
"2011","France","Chain linked volumes (2010), million euro","Recreation and culture","98,732.0",""
"2011","France","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","4,687.0",""
"2011","Italy","Percentage of total","Health","3.3",""
"2011","Italy","Percentage of total","Recreation and culture","7.1",""
"2011","Italy","Percentage of total","Other major durables for recreation and culture","0.3",""
"2011","Italy","Current prices, million euro","Health","33,254.4",""
"2011","Italy","Current prices, million euro","Recreation and culture","72,127.3",""
"2011","Italy","Current prices, million euro","Other major durables for recreation and culture","3,131.5",""
"2011","Italy","Chain linked volumes (2010), million euro","Health","31,673.9",""
"2011","Italy","Chain linked volumes (2010), million euro","Recreation and culture","71,992.1",""
"2011","Italy","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","3,070.6",""
"2011","Latvia","Percentage of total","Health","3.6",""
"2011","Latvia","Percentage of total","Recreation and culture","8.1",""
"2011","Latvia","Percentage of total","Other major durables for recreation and culture","0.0",""
"2011","Latvia","Current prices, million euro","Health","435.5",""
"2011","Latvia","Current prices, million euro","Recreation and culture","992.7",""
"2011","Latvia","Current prices, million euro","Other major durables for recreation and culture","3.3",""
"2011","Latvia","Chain linked volumes (2010), million euro","Health","441.4",""
"2011","Latvia","Chain linked volumes (2010), million euro","Recreation and culture","1,003.6",""
"2011","Latvia","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","3.7",""
"2011","Luxembourg","Percentage of total","Health","2.1",""
"2011","Luxembourg","Percentage of total","Recreation and culture","6.2",""
"2011","Luxembourg","Percentage of total","Other major durables for recreation and culture","0.2",""
"2011","Luxembourg","Current prices, million euro","Health","331.0",""
"2011","Luxembourg","Current prices, million euro","Recreation and culture","968.6",""
"2011","Luxembourg","Current prices, million euro","Other major durables for recreation and culture","32.5",""
"2011","Luxembourg","Chain linked volumes (2010), million euro","Health","312.0",""
"2011","Luxembourg","Chain linked volumes (2010), million euro","Recreation and culture","961.3",""
"2011","Luxembourg","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","32.1",""
"2011","Slovenia","Percentage of total","Health","3.6",""
"2011","Slovenia","Percentage of total","Recreation and culture","8.7",""
"2011","Slovenia","Percentage of total","Other major durables for recreation and culture","0.1",""
"2011","Slovenia","Current prices, million euro","Health","779.8",""
"2011","Slovenia","Current prices, million euro","Recreation and culture","1,890.9",""
"2011","Slovenia","Current prices, million euro","Other major durables for recreation and culture","26.9",""
"2011","Slovenia","Chain linked volumes (2010), million euro","Health","766.5",""
"2011","Slovenia","Chain linked volumes (2010), million euro","Recreation and culture","1,918.3",""
"2011","Slovenia","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","27.0",""
"2011","Finland","Percentage of total","Health","4.3",""
"2011","Finland","Percentage of total","Recreation and culture","11.7",""
"2011","Finland","Percentage of total","Other major durables for recreation and culture","0.8",""
"2011","Finland","Current prices, million euro","Health","4,359.0",""
"2011","Finland","Current prices, million euro","Recreation and culture","11,747.0",""
"2011","Finland","Current prices, million euro","Other major durables for recreation and culture","792.0",""
"2011","Finland","Chain linked volumes (2010), million euro","Health","4,335.0",""
"2011","Finland","Chain linked volumes (2010), million euro","Recreation and culture","11,708.0",""
"2011","Finland","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","780.0",""
"2011","Switzerland","Percentage of total","Health","11.3",""
"2011","Switzerland","Percentage of total","Recreation and culture","7.1",""
"2011","Switzerland","Percentage of total","Other major durables for recreation and culture",":","c"
"2011","Switzerland","Current prices, million euro","Health","36,830.7",""
"2011","Switzerland","Current prices, million euro","Recreation and culture","23,168.7",""
"2011","Switzerland","Current prices, million euro","Other major durables for recreation and culture",":","c"
"2011","Switzerland","Chain linked volumes (2010), million euro","Health","32,905.2",""
"2011","Switzerland","Chain linked volumes (2010), million euro","Recreation and culture","21,457.2",""
"2011","Switzerland","Chain linked volumes (2010), million euro","Other major durables for recreation and culture",":","c"
"2011","Bosnia and Herzegovina","Percentage of total","Health","3.8",""
"2011","Bosnia and Herzegovina","Percentage of total","Recreation and culture","4.6",""
"2011","Bosnia and Herzegovina","Percentage of total","Other major durables for recreation and culture",":",""
"2011","Bosnia and Herzegovina","Current prices, million euro","Health",":",""
"2011","Bosnia and Herzegovina","Current prices, million euro","Recreation and culture",":",""
"2011","Bosnia and Herzegovina","Current prices, million euro","Other major durables for recreation and culture",":",""
"2011","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Health",":",""
"2011","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Recreation and culture",":",""
"2011","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Other major durables for recreation and culture",":",""
"2012","European Union (28 countries)","Percentage of total","Health","3.8",""
"2012","European Union (28 countries)","Percentage of total","Recreation and culture","8.7",""
"2012","European Union (28 countries)","Percentage of total","Other major durables for recreation and culture","0.4",""
"2012","European Union (28 countries)","Current prices, million euro","Health","283,697.5",""
"2012","European Union (28 countries)","Current prices, million euro","Recreation and culture","655,880.5",""
"2012","European Union (28 countries)","Current prices, million euro","Other major durables for recreation and culture","26,560.6",""
"2012","European Union (28 countries)","Chain linked volumes (2010), million euro","Health","273,563.2",""
"2012","European Union (28 countries)","Chain linked volumes (2010), million euro","Recreation and culture","649,293.8",""
"2012","European Union (28 countries)","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","25,122.4",""
"2012","Belgium","Percentage of total","Health","6.1",""
"2012","Belgium","Percentage of total","Recreation and culture","8.8",""
"2012","Belgium","Percentage of total","Other major durables for recreation and culture","0.3",""
"2012","Belgium","Current prices, million euro","Health","11,746.8",""
"2012","Belgium","Current prices, million euro","Recreation and culture","16,930.6",""
"2012","Belgium","Current prices, million euro","Other major durables for recreation and culture","536.5",""
"2012","Belgium","Chain linked volumes (2010), million euro","Health","11,405.8",""
"2012","Belgium","Chain linked volumes (2010), million euro","Recreation and culture","16,605.3",""
"2012","Belgium","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","528.6",""
"2012","Bulgaria","Percentage of total","Health","6.4",""
"2012","Bulgaria","Percentage of total","Recreation and culture","6.7",""
"2012","Bulgaria","Percentage of total","Other major durables for recreation and culture","0.3",""
"2012","Bulgaria","Current prices, million euro","Health","1,861.5",""
"2012","Bulgaria","Current prices, million euro","Recreation and culture","1,976.4",""
"2012","Bulgaria","Current prices, million euro","Other major durables for recreation and culture","73.4",""
"2012","Bulgaria","Chain linked volumes (2010), million euro","Health","1,734.2",""
"2012","Bulgaria","Chain linked volumes (2010), million euro","Recreation and culture","1,841.2",""
"2012","Bulgaria","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","68.4",""
"2012","Denmark","Percentage of total","Health","2.9",""
"2012","Denmark","Percentage of total","Recreation and culture","11.1",""
"2012","Denmark","Percentage of total","Other major durables for recreation and culture","0.4",""
"2012","Denmark","Current prices, million euro","Health","3,419.1",""
"2012","Denmark","Current prices, million euro","Recreation and culture","13,114.6",""
"2012","Denmark","Current prices, million euro","Other major durables for recreation and culture","501.6",""
"2012","Denmark","Chain linked volumes (2010), million euro","Health","3,341.1",""
"2012","Denmark","Chain linked volumes (2010), million euro","Recreation and culture","13,571.5",""
"2012","Denmark","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","478.4",""
"2012","Germany (until 1990 former territory of the FRG)","Percentage of total","Health","5.1",""
"2012","Germany (until 1990 former territory of the FRG)","Percentage of total","Recreation and culture","9.5",""
"2012","Germany (until 1990 former territory of the FRG)","Percentage of total","Other major durables for recreation and culture","0.2",""
"2012","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Health","74,281.0",""
"2012","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Recreation and culture","137,647.0",""
"2012","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Other major durables for recreation and culture","3,583.0",""
"2012","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Health","73,268.1",""
"2012","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Recreation and culture","138,189.7",""
"2012","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","3,392.0",""
"2012","Greece","Percentage of total","Health","3.3","p"
"2012","Greece","Percentage of total","Recreation and culture","4.4","p"
"2012","Greece","Percentage of total","Other major durables for recreation and culture","0.3","p"
"2012","Greece","Current prices, million euro","Health","4,490.6","p"
"2012","Greece","Current prices, million euro","Recreation and culture","6,070.5","p"
"2012","Greece","Current prices, million euro","Other major durables for recreation and culture","366.8","p"
"2012","Greece","Chain linked volumes (2010), million euro","Health","4,222.1","p"
"2012","Greece","Chain linked volumes (2010), million euro","Recreation and culture","6,162.2","p"
"2012","Greece","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","362.8","p"
"2012","France","Percentage of total","Health","4.2",""
"2012","France","Percentage of total","Recreation and culture","8.6",""
"2012","France","Percentage of total","Other major durables for recreation and culture","0.4",""
"2012","France","Current prices, million euro","Health","47,339.0",""
"2012","France","Current prices, million euro","Recreation and culture","97,042.0",""
"2012","France","Current prices, million euro","Other major durables for recreation and culture","4,467.0",""
"2012","France","Chain linked volumes (2010), million euro","Health","47,306.0",""
"2012","France","Chain linked volumes (2010), million euro","Recreation and culture","97,427.0",""
"2012","France","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","4,356.0",""
"2012","Italy","Percentage of total","Health","3.3",""
"2012","Italy","Percentage of total","Recreation and culture","6.8",""
"2012","Italy","Percentage of total","Other major durables for recreation and culture","0.3",""
"2012","Italy","Current prices, million euro","Health","32,765.4",""
"2012","Italy","Current prices, million euro","Recreation and culture","68,447.7",""
"2012","Italy","Current prices, million euro","Other major durables for recreation and culture","2,528.9",""
"2012","Italy","Chain linked volumes (2010), million euro","Health","29,740.8",""
"2012","Italy","Chain linked volumes (2010), million euro","Recreation and culture","67,928.3",""
"2012","Italy","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","2,454.0",""
"2012","Latvia","Percentage of total","Health","3.6",""
"2012","Latvia","Percentage of total","Recreation and culture","8.4",""
"2012","Latvia","Percentage of total","Other major durables for recreation and culture","0.0",""
"2012","Latvia","Current prices, million euro","Health","480.7",""
"2012","Latvia","Current prices, million euro","Recreation and culture","1,112.4",""
"2012","Latvia","Current prices, million euro","Other major durables for recreation and culture","3.6",""
"2012","Latvia","Chain linked volumes (2010), million euro","Health","477.9",""
"2012","Latvia","Chain linked volumes (2010), million euro","Recreation and culture","1,108.3",""
"2012","Latvia","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","4.3",""
"2012","Luxembourg","Percentage of total","Health","2.1",""
"2012","Luxembourg","Percentage of total","Recreation and culture","6.0",""
"2012","Luxembourg","Percentage of total","Other major durables for recreation and culture","0.2",""
"2012","Luxembourg","Current prices, million euro","Health","344.0",""
"2012","Luxembourg","Current prices, million euro","Recreation and culture","996.6",""
"2012","Luxembourg","Current prices, million euro","Other major durables for recreation and culture","35.5",""
"2012","Luxembourg","Chain linked volumes (2010), million euro","Health","315.0",""
"2012","Luxembourg","Chain linked volumes (2010), million euro","Recreation and culture","976.7",""
"2012","Luxembourg","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","34.5",""
"2012","Slovenia","Percentage of total","Health","3.9",""
"2012","Slovenia","Percentage of total","Recreation and culture","8.4",""
"2012","Slovenia","Percentage of total","Other major durables for recreation and culture","0.1",""
"2012","Slovenia","Current prices, million euro","Health","844.4",""
"2012","Slovenia","Current prices, million euro","Recreation and culture","1,820.1",""
"2012","Slovenia","Current prices, million euro","Other major durables for recreation and culture","32.3",""
"2012","Slovenia","Chain linked volumes (2010), million euro","Health","830.6",""
"2012","Slovenia","Chain linked volumes (2010), million euro","Recreation and culture","1,831.2",""
"2012","Slovenia","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","32.1",""
"2012","Finland","Percentage of total","Health","4.3",""
"2012","Finland","Percentage of total","Recreation and culture","11.6",""
"2012","Finland","Percentage of total","Other major durables for recreation and culture","0.8",""
"2012","Finland","Current prices, million euro","Health","4,426.0",""
"2012","Finland","Current prices, million euro","Recreation and culture","12,053.0",""
"2012","Finland","Current prices, million euro","Other major durables for recreation and culture","832.0",""
"2012","Finland","Chain linked volumes (2010), million euro","Health","4,364.0",""
"2012","Finland","Chain linked volumes (2010), million euro","Recreation and culture","11,929.0",""
"2012","Finland","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","813.0",""
"2012","Switzerland","Percentage of total","Health","11.4",""
"2012","Switzerland","Percentage of total","Recreation and culture","7.1",""
"2012","Switzerland","Percentage of total","Other major durables for recreation and culture",":","c"
"2012","Switzerland","Current prices, million euro","Health","38,541.7",""
"2012","Switzerland","Current prices, million euro","Recreation and culture","24,076.9",""
"2012","Switzerland","Current prices, million euro","Other major durables for recreation and culture",":","c"
"2012","Switzerland","Chain linked volumes (2010), million euro","Health","33,729.1",""
"2012","Switzerland","Chain linked volumes (2010), million euro","Recreation and culture","22,527.2",""
"2012","Switzerland","Chain linked volumes (2010), million euro","Other major durables for recreation and culture",":","c"
"2012","Bosnia and Herzegovina","Percentage of total","Health","3.9",""
"2012","Bosnia and Herzegovina","Percentage of total","Recreation and culture","4.4",""
"2012","Bosnia and Herzegovina","Percentage of total","Other major durables for recreation and culture",":",""
"2012","Bosnia and Herzegovina","Current prices, million euro","Health",":",""
"2012","Bosnia and Herzegovina","Current prices, million euro","Recreation and culture",":",""
"2012","Bosnia and Herzegovina","Current prices, million euro","Other major durables for recreation and culture",":",""
"2012","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Health",":",""
"2012","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Recreation and culture",":",""
"2012","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Other major durables for recreation and culture",":",""
"2013","European Union (28 countries)","Percentage of total","Health","3.9",""
"2013","European Union (28 countries)","Percentage of total","Recreation and culture","8.4",""
"2013","European Union (28 countries)","Percentage of total","Other major durables for recreation and culture","0.4",""
"2013","European Union (28 countries)","Current prices, million euro","Health","291,798.2",""
"2013","European Union (28 countries)","Current prices, million euro","Recreation and culture","636,455.0",""
"2013","European Union (28 countries)","Current prices, million euro","Other major durables for recreation and culture","26,902.4",""
"2013","European Union (28 countries)","Chain linked volumes (2010), million euro","Health","281,457.6",""
"2013","European Union (28 countries)","Chain linked volumes (2010), million euro","Recreation and culture","632,904.6",""
"2013","European Union (28 countries)","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","25,687.1",""
"2013","Belgium","Percentage of total","Health","6.2",""
"2013","Belgium","Percentage of total","Recreation and culture","8.7",""
"2013","Belgium","Percentage of total","Other major durables for recreation and culture","0.3",""
