"TIME","GEO","NA_ITEM","AGGREG","Value","Flag and Footnotes"
"2009","Finland","Volume indices of real expenditure per capita in PPS (EU28=100)","Actual individual consumption","111",""
"2009","Finland","Volume indices of real expenditure per capita in PPS (EU28=100)","Food and non-alcoholic beverages","105",""
"2009","Finland","Volume indices of real expenditure per capita in PPS (EU28=100)","Food","106",""
"2009","Finland","Volume indices of real expenditure per capita in PPS (EU28=100)","Bread and cereals","88",""
"2009","Finland","Volume indices of real expenditure per capita in PPS (EU27=100)","Gross Domestic Product","117",""
"2009","Finland","Volume indices of real expenditure per capita in PPS (EU27=100)","Actual individual consumption","110",""
"2009","Finland","Volume indices of real expenditure per capita in PPS (EU27=100)","Food and non-alcoholic beverages","105",""
"2009","Finland","Volume indices of real expenditure per capita in PPS (EU27=100)","Food","106",""
"2009","Finland","Volume indices of real expenditure per capita in PPS (EU27=100)","Bread and cereals","88",""
"2009","Finland","Volume indices of real expenditure per capita in PPS (EU15=100)","Gross Domestic Product","106",""
"2009","Finland","Volume indices of real expenditure per capita in PPS (EU15=100)","Actual individual consumption","100",""
"2009","Finland","Volume indices of real expenditure per capita in PPS (EU15=100)","Food and non-alcoholic beverages","100",""
"2009","Finland","Volume indices of real expenditure per capita in PPS (EU15=100)","Food","102",""
"2009","Finland","Volume indices of real expenditure per capita in PPS (EU15=100)","Bread and cereals","83",""
"2009","Switzerland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.93194",""
"2009","Switzerland","Purchasing power parities (EU28=1)","Actual individual consumption","1.98667",""
"2009","Switzerland","Purchasing power parities (EU28=1)","Food and non-alcoholic beverages","2.09736",""
"2009","Switzerland","Purchasing power parities (EU28=1)","Food","2.14132",""
"2009","Switzerland","Purchasing power parities (EU28=1)","Bread and cereals","2.01937",""
"2009","Switzerland","Purchasing power parities (EU27=1)","Gross Domestic Product","1.92871",""
"2009","Switzerland","Purchasing power parities (EU27=1)","Actual individual consumption","1.98365",""
"2009","Switzerland","Purchasing power parities (EU27=1)","Food and non-alcoholic beverages","2.09648",""
"2009","Switzerland","Purchasing power parities (EU27=1)","Food","2.14020",""
"2009","Switzerland","Purchasing power parities (EU27=1)","Bread and cereals","2.01862",""
"2009","Switzerland","Purchasing power parities (EU15=1)","Gross Domestic Product","1.82319",""
"2009","Switzerland","Purchasing power parities (EU15=1)","Actual individual consumption","1.86892",""
"2009","Switzerland","Purchasing power parities (EU15=1)","Food and non-alcoholic beverages","1.97452",""
"2009","Switzerland","Purchasing power parities (EU15=1)","Food","2.00882",""
"2009","Switzerland","Purchasing power parities (EU15=1)","Bread and cereals","1.90010",""
"2009","Switzerland","Price level indices (EU28=100)","Gross Domestic Product","127.9",""
"2009","Switzerland","Price level indices (EU28=100)","Actual individual consumption","131.6",""
"2009","Switzerland","Price level indices (EU28=100)","Food and non-alcoholic beverages","138.9",""
"2009","Switzerland","Price level indices (EU28=100)","Food","141.8",""
"2009","Switzerland","Price level indices (EU28=100)","Bread and cereals","133.7",""
"2009","Switzerland","Price level indices (EU27=100)","Gross Domestic Product","127.7",""
"2009","Switzerland","Price level indices (EU27=100)","Actual individual consumption","131.4",""
"2009","Switzerland","Price level indices (EU27=100)","Food and non-alcoholic beverages","138.8",""
"2009","Switzerland","Price level indices (EU27=100)","Food","141.7",""
"2009","Switzerland","Price level indices (EU27=100)","Bread and cereals","133.7",""
"2009","Switzerland","Price level indices (EU15=100)","Gross Domestic Product","120.7",""
"2009","Switzerland","Price level indices (EU15=100)","Actual individual consumption","123.8",""
"2009","Switzerland","Price level indices (EU15=100)","Food and non-alcoholic beverages","130.8",""
"2009","Switzerland","Price level indices (EU15=100)","Food","133.0",""
"2009","Switzerland","Price level indices (EU15=100)","Bread and cereals","125.8",""
"2009","Switzerland","Nominal expenditure in national currency","Gross Domestic Product","587,061",""
"2009","Switzerland","Nominal expenditure in national currency","Actual individual consumption","359,684",""
"2009","Switzerland","Nominal expenditure in national currency","Food and non-alcoholic beverages","29,934",""
"2009","Switzerland","Nominal expenditure in national currency","Food","27,130",""
"2009","Switzerland","Nominal expenditure in national currency","Bread and cereals","4,546",""
"2009","Switzerland","Nominal expenditure as a percentage of GDP (GDP=100)","Gross Domestic Product","100.0",""
"2009","Switzerland","Nominal expenditure as a percentage of GDP (GDP=100)","Actual individual consumption","61.3",""
"2009","Switzerland","Nominal expenditure as a percentage of GDP (GDP=100)","Food and non-alcoholic beverages","5.1",""
"2009","Switzerland","Nominal expenditure as a percentage of GDP (GDP=100)","Food","4.6",""
"2009","Switzerland","Nominal expenditure as a percentage of GDP (GDP=100)","Bread and cereals","0.8",""
"2009","Switzerland","Nominal expenditure (in euro)","Gross Domestic Product","388,782",""
"2009","Switzerland","Nominal expenditure (in euro)","Actual individual consumption","238,201",""
"2009","Switzerland","Nominal expenditure (in euro)","Food and non-alcoholic beverages","19,824",""
"2009","Switzerland","Nominal expenditure (in euro)","Food","17,967",""
"2009","Switzerland","Nominal expenditure (in euro)","Bread and cereals","3,011",""
"2009","Switzerland","Nominal expenditure per inhabitant (in euro)","Gross Domestic Product","50,007",""
"2009","Switzerland","Nominal expenditure per inhabitant (in euro)","Actual individual consumption","30,639",""
"2009","Switzerland","Nominal expenditure per inhabitant (in euro)","Food and non-alcoholic beverages","2,550",""
"2009","Switzerland","Nominal expenditure per inhabitant (in euro)","Food","2,311",""
"2009","Switzerland","Nominal expenditure per inhabitant (in euro)","Bread and cereals","387",""
"2009","Switzerland","Real expenditure (in PPS_EU28)","Gross Domestic Product","303,872",""
"2009","Switzerland","Real expenditure (in PPS_EU28)","Actual individual consumption","181,049",""
"2009","Switzerland","Real expenditure (in PPS_EU28)","Food and non-alcoholic beverages","14,272",""
"2009","Switzerland","Real expenditure (in PPS_EU28)","Food","12,670",""
"2009","Switzerland","Real expenditure (in PPS_EU28)","Bread and cereals","2,251",""
"2009","Switzerland","Real expenditure (in PPS_EU27)","Gross Domestic Product","304,380",""
"2009","Switzerland","Real expenditure (in PPS_EU27)","Actual individual consumption","181,324",""
"2009","Switzerland","Real expenditure (in PPS_EU27)","Food and non-alcoholic beverages","14,278",""
"2009","Switzerland","Real expenditure (in PPS_EU27)","Food","12,676",""
"2009","Switzerland","Real expenditure (in PPS_EU27)","Bread and cereals","2,252",""
"2009","Switzerland","Real expenditure (in PPS_EU15)","Gross Domestic Product","321,996",""
"2009","Switzerland","Real expenditure (in PPS_EU15)","Actual individual consumption","192,455",""
"2009","Switzerland","Real expenditure (in PPS_EU15)","Food and non-alcoholic beverages","15,160",""
"2009","Switzerland","Real expenditure (in PPS_EU15)","Food","13,505",""
"2009","Switzerland","Real expenditure (in PPS_EU15)","Bread and cereals","2,393",""
"2009","Switzerland","Real expenditure per capita (in PPS_EU28)","Gross Domestic Product","39,100",""
"2009","Switzerland","Real expenditure per capita (in PPS_EU28)","Actual individual consumption","23,300",""
"2009","Switzerland","Real expenditure per capita (in PPS_EU28)","Food and non-alcoholic beverages","1,800",""
"2009","Switzerland","Real expenditure per capita (in PPS_EU28)","Food","1,600",""
"2009","Switzerland","Real expenditure per capita (in PPS_EU28)","Bread and cereals","300",""
"2009","Switzerland","Real expenditure per capita (in PPS_EU27)","Gross Domestic Product","39,200",""
"2009","Switzerland","Real expenditure per capita (in PPS_EU27)","Actual individual consumption","23,300",""
"2009","Switzerland","Real expenditure per capita (in PPS_EU27)","Food and non-alcoholic beverages","1,800",""
"2009","Switzerland","Real expenditure per capita (in PPS_EU27)","Food","1,600",""
"2009","Switzerland","Real expenditure per capita (in PPS_EU27)","Bread and cereals","300",""
"2009","Switzerland","Real expenditure per capita (in PPS_EU15)","Gross Domestic Product","41,400",""
"2009","Switzerland","Real expenditure per capita (in PPS_EU15)","Actual individual consumption","24,800",""
"2009","Switzerland","Real expenditure per capita (in PPS_EU15)","Food and non-alcoholic beverages","1,900",""
"2009","Switzerland","Real expenditure per capita (in PPS_EU15)","Food","1,700",""
"2009","Switzerland","Real expenditure per capita (in PPS_EU15)","Bread and cereals","300",""
"2009","Switzerland","Volume indices of real expenditure per capita in PPS (EU28=100)","Gross Domestic Product","160",""
"2009","Switzerland","Volume indices of real expenditure per capita in PPS (EU28=100)","Actual individual consumption","134",""
"2009","Switzerland","Volume indices of real expenditure per capita in PPS (EU28=100)","Food and non-alcoholic beverages","107",""
"2009","Switzerland","Volume indices of real expenditure per capita in PPS (EU28=100)","Food","105",""
"2009","Switzerland","Volume indices of real expenditure per capita in PPS (EU28=100)","Bread and cereals","101",""
"2009","Switzerland","Volume indices of real expenditure per capita in PPS (EU27=100)","Gross Domestic Product","159",""
"2009","Switzerland","Volume indices of real expenditure per capita in PPS (EU27=100)","Actual individual consumption","133",""
"2009","Switzerland","Volume indices of real expenditure per capita in PPS (EU27=100)","Food and non-alcoholic beverages","107",""
"2009","Switzerland","Volume indices of real expenditure per capita in PPS (EU27=100)","Food","105",""
"2009","Switzerland","Volume indices of real expenditure per capita in PPS (EU27=100)","Bread and cereals","101",""
"2009","Switzerland","Volume indices of real expenditure per capita in PPS (EU15=100)","Gross Domestic Product","144",""
"2009","Switzerland","Volume indices of real expenditure per capita in PPS (EU15=100)","Actual individual consumption","121",""
"2009","Switzerland","Volume indices of real expenditure per capita in PPS (EU15=100)","Food and non-alcoholic beverages","103",""
"2009","Switzerland","Volume indices of real expenditure per capita in PPS (EU15=100)","Food","101",""
"2009","Switzerland","Volume indices of real expenditure per capita in PPS (EU15=100)","Bread and cereals","95",""
"2009","Bosnia and Herzegovina","Purchasing power parities (EU28=1)","Gross Domestic Product","0.966187",""
"2009","Bosnia and Herzegovina","Purchasing power parities (EU28=1)","Actual individual consumption","1.00870",""
"2009","Bosnia and Herzegovina","Purchasing power parities (EU28=1)","Food and non-alcoholic beverages","1.49284",""
"2009","Bosnia and Herzegovina","Purchasing power parities (EU28=1)","Food","1.47338",""
"2009","Bosnia and Herzegovina","Purchasing power parities (EU28=1)","Bread and cereals","1.29616",""
"2009","Bosnia and Herzegovina","Purchasing power parities (EU27=1)","Gross Domestic Product","0.964574",""
"2009","Bosnia and Herzegovina","Purchasing power parities (EU27=1)","Actual individual consumption","1.00716",""
"2009","Bosnia and Herzegovina","Purchasing power parities (EU27=1)","Food and non-alcoholic beverages","1.49222",""
"2009","Bosnia and Herzegovina","Purchasing power parities (EU27=1)","Food","1.47261",""
"2009","Bosnia and Herzegovina","Purchasing power parities (EU27=1)","Bread and cereals","1.29568",""
"2009","Bosnia and Herzegovina","Purchasing power parities (EU15=1)","Gross Domestic Product","0.911803",""
"2009","Bosnia and Herzegovina","Purchasing power parities (EU15=1)","Actual individual consumption","0.948911",""
"2009","Bosnia and Herzegovina","Purchasing power parities (EU15=1)","Food and non-alcoholic beverages","1.40541",""
"2009","Bosnia and Herzegovina","Purchasing power parities (EU15=1)","Food","1.38221",""
"2009","Bosnia and Herzegovina","Purchasing power parities (EU15=1)","Bread and cereals","1.21960",""
"2009","Bosnia and Herzegovina","Price level indices (EU28=100)","Gross Domestic Product","49.4",""
"2009","Bosnia and Herzegovina","Price level indices (EU28=100)","Actual individual consumption","51.6",""
"2009","Bosnia and Herzegovina","Price level indices (EU28=100)","Food and non-alcoholic beverages","76.3",""
"2009","Bosnia and Herzegovina","Price level indices (EU28=100)","Food","75.3",""
"2009","Bosnia and Herzegovina","Price level indices (EU28=100)","Bread and cereals","66.3",""
"2009","Bosnia and Herzegovina","Price level indices (EU27=100)","Gross Domestic Product","49.3",""
"2009","Bosnia and Herzegovina","Price level indices (EU27=100)","Actual individual consumption","51.5",""
"2009","Bosnia and Herzegovina","Price level indices (EU27=100)","Food and non-alcoholic beverages","76.3",""
"2009","Bosnia and Herzegovina","Price level indices (EU27=100)","Food","75.3",""
"2009","Bosnia and Herzegovina","Price level indices (EU27=100)","Bread and cereals","66.2",""
"2009","Bosnia and Herzegovina","Price level indices (EU15=100)","Gross Domestic Product","46.6",""
"2009","Bosnia and Herzegovina","Price level indices (EU15=100)","Actual individual consumption","48.5",""
"2009","Bosnia and Herzegovina","Price level indices (EU15=100)","Food and non-alcoholic beverages","71.9",""
"2009","Bosnia and Herzegovina","Price level indices (EU15=100)","Food","70.7",""
"2009","Bosnia and Herzegovina","Price level indices (EU15=100)","Bread and cereals","62.4",""
"2009","Bosnia and Herzegovina","Nominal expenditure in national currency","Gross Domestic Product","24,780",""
"2009","Bosnia and Herzegovina","Nominal expenditure in national currency","Actual individual consumption","24,019",""
"2009","Bosnia and Herzegovina","Nominal expenditure in national currency","Food and non-alcoholic beverages","7,225",""
"2009","Bosnia and Herzegovina","Nominal expenditure in national currency","Food","6,553",""
"2009","Bosnia and Herzegovina","Nominal expenditure in national currency","Bread and cereals","931",""
"2009","Bosnia and Herzegovina","Nominal expenditure as a percentage of GDP (GDP=100)","Gross Domestic Product","100.0",""
"2009","Bosnia and Herzegovina","Nominal expenditure as a percentage of GDP (GDP=100)","Actual individual consumption","96.9",""
"2009","Bosnia and Herzegovina","Nominal expenditure as a percentage of GDP (GDP=100)","Food and non-alcoholic beverages","29.2",""
"2009","Bosnia and Herzegovina","Nominal expenditure as a percentage of GDP (GDP=100)","Food","26.4",""
"2009","Bosnia and Herzegovina","Nominal expenditure as a percentage of GDP (GDP=100)","Bread and cereals","3.8",""
"2009","Bosnia and Herzegovina","Nominal expenditure (in euro)","Gross Domestic Product","12,670",""
"2009","Bosnia and Herzegovina","Nominal expenditure (in euro)","Actual individual consumption","12,281",""
"2009","Bosnia and Herzegovina","Nominal expenditure (in euro)","Food and non-alcoholic beverages","3,694",""
"2009","Bosnia and Herzegovina","Nominal expenditure (in euro)","Food","3,351",""
"2009","Bosnia and Herzegovina","Nominal expenditure (in euro)","Bread and cereals","476",""
"2009","Bosnia and Herzegovina","Nominal expenditure per inhabitant (in euro)","Gross Domestic Product","3,577",""
"2009","Bosnia and Herzegovina","Nominal expenditure per inhabitant (in euro)","Actual individual consumption","3,467",""
"2009","Bosnia and Herzegovina","Nominal expenditure per inhabitant (in euro)","Food and non-alcoholic beverages","1,043",""
"2009","Bosnia and Herzegovina","Nominal expenditure per inhabitant (in euro)","Food","946",""
"2009","Bosnia and Herzegovina","Nominal expenditure per inhabitant (in euro)","Bread and cereals","134",""
"2009","Bosnia and Herzegovina","Real expenditure (in PPS_EU28)","Gross Domestic Product","25,647",""
"2009","Bosnia and Herzegovina","Real expenditure (in PPS_EU28)","Actual individual consumption","23,812",""
"2009","Bosnia and Herzegovina","Real expenditure (in PPS_EU28)","Food and non-alcoholic beverages","4,840",""
"2009","Bosnia and Herzegovina","Real expenditure (in PPS_EU28)","Food","4,448",""
"2009","Bosnia and Herzegovina","Real expenditure (in PPS_EU28)","Bread and cereals","718",""
"2009","Bosnia and Herzegovina","Real expenditure (in PPS_EU27)","Gross Domestic Product","25,690",""
"2009","Bosnia and Herzegovina","Real expenditure (in PPS_EU27)","Actual individual consumption","23,848",""
"2009","Bosnia and Herzegovina","Real expenditure (in PPS_EU27)","Food and non-alcoholic beverages","4,842",""
"2009","Bosnia and Herzegovina","Real expenditure (in PPS_EU27)","Food","4,450",""
"2009","Bosnia and Herzegovina","Real expenditure (in PPS_EU27)","Bread and cereals","719",""
"2009","Bosnia and Herzegovina","Real expenditure (in PPS_EU15)","Gross Domestic Product","27,177",""
"2009","Bosnia and Herzegovina","Real expenditure (in PPS_EU15)","Actual individual consumption","25,312",""
"2009","Bosnia and Herzegovina","Real expenditure (in PPS_EU15)","Food and non-alcoholic beverages","5,141",""
"2009","Bosnia and Herzegovina","Real expenditure (in PPS_EU15)","Food","4,741",""
"2009","Bosnia and Herzegovina","Real expenditure (in PPS_EU15)","Bread and cereals","763",""
"2009","Bosnia and Herzegovina","Real expenditure per capita (in PPS_EU28)","Gross Domestic Product","7,200",""
"2009","Bosnia and Herzegovina","Real expenditure per capita (in PPS_EU28)","Actual individual consumption","6,700",""
"2009","Bosnia and Herzegovina","Real expenditure per capita (in PPS_EU28)","Food and non-alcoholic beverages","1,400",""
"2009","Bosnia and Herzegovina","Real expenditure per capita (in PPS_EU28)","Food","1,300",""
"2009","Bosnia and Herzegovina","Real expenditure per capita (in PPS_EU28)","Bread and cereals","200",""
"2009","Bosnia and Herzegovina","Real expenditure per capita (in PPS_EU27)","Gross Domestic Product","7,300",""
"2009","Bosnia and Herzegovina","Real expenditure per capita (in PPS_EU27)","Actual individual consumption","6,700",""
"2009","Bosnia and Herzegovina","Real expenditure per capita (in PPS_EU27)","Food and non-alcoholic beverages","1,400",""
"2009","Bosnia and Herzegovina","Real expenditure per capita (in PPS_EU27)","Food","1,300",""
"2009","Bosnia and Herzegovina","Real expenditure per capita (in PPS_EU27)","Bread and cereals","200",""
"2009","Bosnia and Herzegovina","Real expenditure per capita (in PPS_EU15)","Gross Domestic Product","7,700",""
"2009","Bosnia and Herzegovina","Real expenditure per capita (in PPS_EU15)","Actual individual consumption","7,100",""
"2009","Bosnia and Herzegovina","Real expenditure per capita (in PPS_EU15)","Food and non-alcoholic beverages","1,500",""
"2009","Bosnia and Herzegovina","Real expenditure per capita (in PPS_EU15)","Food","1,300",""
"2009","Bosnia and Herzegovina","Real expenditure per capita (in PPS_EU15)","Bread and cereals","200",""
"2009","Bosnia and Herzegovina","Volume indices of real expenditure per capita in PPS (EU28=100)","Gross Domestic Product","30",""
"2009","Bosnia and Herzegovina","Volume indices of real expenditure per capita in PPS (EU28=100)","Actual individual consumption","39",""
"2009","Bosnia and Herzegovina","Volume indices of real expenditure per capita in PPS (EU28=100)","Food and non-alcoholic beverages","80",""
"2009","Bosnia and Herzegovina","Volume indices of real expenditure per capita in PPS (EU28=100)","Food","81",""
"2009","Bosnia and Herzegovina","Volume indices of real expenditure per capita in PPS (EU28=100)","Bread and cereals","70",""
"2009","Bosnia and Herzegovina","Volume indices of real expenditure per capita in PPS (EU27=100)","Gross Domestic Product","29",""
"2009","Bosnia and Herzegovina","Volume indices of real expenditure per capita in PPS (EU27=100)","Actual individual consumption","39",""
"2009","Bosnia and Herzegovina","Volume indices of real expenditure per capita in PPS (EU27=100)","Food and non-alcoholic beverages","80",""
"2009","Bosnia and Herzegovina","Volume indices of real expenditure per capita in PPS (EU27=100)","Food","81",""
"2009","Bosnia and Herzegovina","Volume indices of real expenditure per capita in PPS (EU27=100)","Bread and cereals","70",""
"2009","Bosnia and Herzegovina","Volume indices of real expenditure per capita in PPS (EU15=100)","Gross Domestic Product","27",""
"2009","Bosnia and Herzegovina","Volume indices of real expenditure per capita in PPS (EU15=100)","Actual individual consumption","35",""
"2009","Bosnia and Herzegovina","Volume indices of real expenditure per capita in PPS (EU15=100)","Food and non-alcoholic beverages","76",""
"2009","Bosnia and Herzegovina","Volume indices of real expenditure per capita in PPS (EU15=100)","Food","78",""
"2009","Bosnia and Herzegovina","Volume indices of real expenditure per capita in PPS (EU15=100)","Bread and cereals","66",""
"2010","European Union (28 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00000",""
"2010","European Union (28 countries)","Purchasing power parities (EU28=1)","Actual individual consumption","1.000000",""
"2010","European Union (28 countries)","Purchasing power parities (EU28=1)","Food and non-alcoholic beverages","1.000000",""
"2010","European Union (28 countries)","Purchasing power parities (EU28=1)","Food","1.000000",""
"2010","European Union (28 countries)","Purchasing power parities (EU28=1)","Bread and cereals","1.00000",""
"2010","European Union (28 countries)","Purchasing power parities (EU27=1)","Gross Domestic Product","0.998451",""
"2010","European Union (28 countries)","Purchasing power parities (EU27=1)","Actual individual consumption","0.998522",""
"2010","European Union (28 countries)","Purchasing power parities (EU27=1)","Food and non-alcoholic beverages","0.999399",""
"2010","European Union (28 countries)","Purchasing power parities (EU27=1)","Food","0.999298",""
"2010","European Union (28 countries)","Purchasing power parities (EU27=1)","Bread and cereals","0.999698",""
"2010","European Union (28 countries)","Purchasing power parities (EU15=1)","Gross Domestic Product","0.943212",""
"2010","European Union (28 countries)","Purchasing power parities (EU15=1)","Actual individual consumption","0.938283",""
"2010","European Union (28 countries)","Purchasing power parities (EU15=1)","Food and non-alcoholic beverages","0.946449",""
"2010","European Union (28 countries)","Purchasing power parities (EU15=1)","Food","0.942894",""
"2010","European Union (28 countries)","Purchasing power parities (EU15=1)","Bread and cereals","0.941995",""
"2010","European Union (28 countries)","Price level indices (EU28=100)","Gross Domestic Product","100.0",""
"2010","European Union (28 countries)","Price level indices (EU28=100)","Actual individual consumption","100.0",""
"2010","European Union (28 countries)","Price level indices (EU28=100)","Food and non-alcoholic beverages","100.0",""
"2010","European Union (28 countries)","Price level indices (EU28=100)","Food","100.0",""
"2010","European Union (28 countries)","Price level indices (EU28=100)","Bread and cereals","100.0",""
"2010","European Union (28 countries)","Price level indices (EU27=100)","Gross Domestic Product","99.8",""
"2010","European Union (28 countries)","Price level indices (EU27=100)","Actual individual consumption","99.9",""
"2010","European Union (28 countries)","Price level indices (EU27=100)","Food and non-alcoholic beverages","99.9",""
"2010","European Union (28 countries)","Price level indices (EU27=100)","Food","99.9",""
"2010","European Union (28 countries)","Price level indices (EU27=100)","Bread and cereals","100.0",""
"2010","European Union (28 countries)","Price level indices (EU15=100)","Gross Domestic Product","94.3",""
"2010","European Union (28 countries)","Price level indices (EU15=100)","Actual individual consumption","93.8",""
"2010","European Union (28 countries)","Price level indices (EU15=100)","Food and non-alcoholic beverages","94.6",""
"2010","European Union (28 countries)","Price level indices (EU15=100)","Food","94.3",""
"2010","European Union (28 countries)","Price level indices (EU15=100)","Bread and cereals","94.2",""
"2010","European Union (28 countries)","Nominal expenditure in national currency","Gross Domestic Product","12,817,574",""
"2010","European Union (28 countries)","Nominal expenditure in national currency","Actual individual consumption","9,047,433",""
"2010","European Union (28 countries)","Nominal expenditure in national currency","Food and non-alcoholic beverages","880,589",""
"2010","European Union (28 countries)","Nominal expenditure in national currency","Food","800,247",""
"2010","European Union (28 countries)","Nominal expenditure in national currency","Bread and cereals","146,880",""
"2010","European Union (28 countries)","Nominal expenditure as a percentage of GDP (GDP=100)","Gross Domestic Product","100.0",""
"2010","European Union (28 countries)","Nominal expenditure as a percentage of GDP (GDP=100)","Actual individual consumption","70.6",""
"2010","European Union (28 countries)","Nominal expenditure as a percentage of GDP (GDP=100)","Food and non-alcoholic beverages","6.9",""
"2010","European Union (28 countries)","Nominal expenditure as a percentage of GDP (GDP=100)","Food","6.2",""
"2010","European Union (28 countries)","Nominal expenditure as a percentage of GDP (GDP=100)","Bread and cereals","1.1",""
"2010","European Union (28 countries)","Nominal expenditure (in euro)","Gross Domestic Product","12,817,574",""
"2010","European Union (28 countries)","Nominal expenditure (in euro)","Actual individual consumption","9,047,433",""
"2010","European Union (28 countries)","Nominal expenditure (in euro)","Food and non-alcoholic beverages","880,589",""
"2010","European Union (28 countries)","Nominal expenditure (in euro)","Food","800,247",""
"2010","European Union (28 countries)","Nominal expenditure (in euro)","Bread and cereals","146,880",""
"2010","European Union (28 countries)","Nominal expenditure per inhabitant (in euro)","Gross Domestic Product","25,455",""
"2010","European Union (28 countries)","Nominal expenditure per inhabitant (in euro)","Actual individual consumption","17,968",""
"2010","European Union (28 countries)","Nominal expenditure per inhabitant (in euro)","Food and non-alcoholic beverages","1,749",""
"2010","European Union (28 countries)","Nominal expenditure per inhabitant (in euro)","Food","1,589",""
"2010","European Union (28 countries)","Nominal expenditure per inhabitant (in euro)","Bread and cereals","292",""
"2010","European Union (28 countries)","Real expenditure (in PPS_EU28)","Gross Domestic Product","12,817,574",""
"2010","European Union (28 countries)","Real expenditure (in PPS_EU28)","Actual individual consumption","9,047,433",""
"2010","European Union (28 countries)","Real expenditure (in PPS_EU28)","Food and non-alcoholic beverages","880,589",""
"2010","European Union (28 countries)","Real expenditure (in PPS_EU28)","Food","800,247",""
"2010","European Union (28 countries)","Real expenditure (in PPS_EU28)","Bread and cereals","146,880",""
"2010","European Union (28 countries)","Real expenditure (in PPS_EU27)","Gross Domestic Product","12,837,462",""
"2010","European Union (28 countries)","Real expenditure (in PPS_EU27)","Actual individual consumption","9,060,827",""
"2010","European Union (28 countries)","Real expenditure (in PPS_EU27)","Food and non-alcoholic beverages","881,118",""
"2010","European Union (28 countries)","Real expenditure (in PPS_EU27)","Food","800,809",""
"2010","European Union (28 countries)","Real expenditure (in PPS_EU27)","Bread and cereals","146,925",""
"2010","European Union (28 countries)","Real expenditure (in PPS_EU15)","Gross Domestic Product","13,589,288",""
"2010","European Union (28 countries)","Real expenditure (in PPS_EU15)","Actual individual consumption","9,642,547",""
"2010","European Union (28 countries)","Real expenditure (in PPS_EU15)","Food and non-alcoholic beverages","930,414",""
"2010","European Union (28 countries)","Real expenditure (in PPS_EU15)","Food","848,713",""
"2010","European Union (28 countries)","Real expenditure (in PPS_EU15)","Bread and cereals","155,925",""
"2010","European Union (28 countries)","Real expenditure per capita (in PPS_EU28)","Gross Domestic Product","25,500",""
"2010","European Union (28 countries)","Real expenditure per capita (in PPS_EU28)","Actual individual consumption","18,000",""
"2010","European Union (28 countries)","Real expenditure per capita (in PPS_EU28)","Food and non-alcoholic beverages","1,700",""
"2010","European Union (28 countries)","Real expenditure per capita (in PPS_EU28)","Food","1,600",""
"2010","European Union (28 countries)","Real expenditure per capita (in PPS_EU28)","Bread and cereals","300",""
"2010","European Union (28 countries)","Real expenditure per capita (in PPS_EU27)","Gross Domestic Product","25,500",""
"2010","European Union (28 countries)","Real expenditure per capita (in PPS_EU27)","Actual individual consumption","18,000",""
"2010","European Union (28 countries)","Real expenditure per capita (in PPS_EU27)","Food and non-alcoholic beverages","1,700",""
"2010","European Union (28 countries)","Real expenditure per capita (in PPS_EU27)","Food","1,600",""
"2010","European Union (28 countries)","Real expenditure per capita (in PPS_EU27)","Bread and cereals","300",""
"2010","European Union (28 countries)","Real expenditure per capita (in PPS_EU15)","Gross Domestic Product","27,000",""
"2010","European Union (28 countries)","Real expenditure per capita (in PPS_EU15)","Actual individual consumption","19,100",""
"2010","European Union (28 countries)","Real expenditure per capita (in PPS_EU15)","Food and non-alcoholic beverages","1,800",""
"2010","European Union (28 countries)","Real expenditure per capita (in PPS_EU15)","Food","1,700",""
"2010","European Union (28 countries)","Real expenditure per capita (in PPS_EU15)","Bread and cereals","300",""
"2010","European Union (28 countries)","Volume indices of real expenditure per capita in PPS (EU28=100)","Gross Domestic Product","100",""
"2010","European Union (28 countries)","Volume indices of real expenditure per capita in PPS (EU28=100)","Actual individual consumption","100",""
"2010","European Union (28 countries)","Volume indices of real expenditure per capita in PPS (EU28=100)","Food and non-alcoholic beverages","100",""
"2010","European Union (28 countries)","Volume indices of real expenditure per capita in PPS (EU28=100)","Food","100",""
"2010","European Union (28 countries)","Volume indices of real expenditure per capita in PPS (EU28=100)","Bread and cereals","100",""
"2010","European Union (28 countries)","Volume indices of real expenditure per capita in PPS (EU27=100)","Gross Domestic Product","100",""
"2010","European Union (28 countries)","Volume indices of real expenditure per capita in PPS (EU27=100)","Actual individual consumption","100",""
"2010","European Union (28 countries)","Volume indices of real expenditure per capita in PPS (EU27=100)","Food and non-alcoholic beverages","100",""
"2010","European Union (28 countries)","Volume indices of real expenditure per capita in PPS (EU27=100)","Food","100",""
"2010","European Union (28 countries)","Volume indices of real expenditure per capita in PPS (EU27=100)","Bread and cereals","100",""
"2010","European Union (28 countries)","Volume indices of real expenditure per capita in PPS (EU15=100)","Gross Domestic Product","91",""
"2010","European Union (28 countries)","Volume indices of real expenditure per capita in PPS (EU15=100)","Actual individual consumption","91",""
"2010","European Union (28 countries)","Volume indices of real expenditure per capita in PPS (EU15=100)","Food and non-alcoholic beverages","96",""
"2010","European Union (28 countries)","Volume indices of real expenditure per capita in PPS (EU15=100)","Food","96",""
"2010","European Union (28 countries)","Volume indices of real expenditure per capita in PPS (EU15=100)","Bread and cereals","94",""
